proto,state,service,dur,sbytes,dbytes,spkts,dpkts,sload,dload,sttl,dttl,smean,dmean,sinpkt,label
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.708,0
udp,CON,dns,0.001003,146,178,2,2,582253.25,709870.4375,31,29,73,89,0.001,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,CON,dns,0.001057,146,178,2,2,552507.0625,673604.5,31,29,73,89,0.009,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,0.151571,4862,75600,84,86,253610.5156,3943815.0,31,29,58,879,1.822446,0
udp,INT,dns,1e-06,114,0,2,0,456000000.0,0.0,254,0,57,0,0.001,1
udp,CON,-,0.001569,520,304,4,4,1988527.75,1162523.875,31,29,130,76,0.4,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,1.799775,7810,15494,122,126,34430.96875,68328.53906,31,29,64,123,14.871306,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.668,0
unas,INT,-,7e-06,200,0,2,0,114285712.0,0.0,254,0,100,0,0.007,1
tcp,FIN,-,0.946032,1040,726,12,8,8067.380371,5378.253418,254,252,87,91,79.491457,1
udp,INT,dns,2e-06,114,0,2,0,228000000.0,0.0,254,0,57,0,0.002,1
udp,CON,dns,0.001027,130,162,2,2,506329.0938,630963.9375,31,29,65,81,0.009,0
tcp,FIN,http,0.982832,858,1194,10,10,6292.021484,8750.223633,62,252,86,119,109.203556,0
tcp,FIN,-,0.018023,1540,1644,16,18,640958.8125,689341.4375,31,29,96,91,1.1806,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,0.0,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,0.822389,534,354,10,8,4679.050781,3015.604492,254,252,53,44,86.741444,0
tcp,CON,-,2.753459,978,86,6,2,2367.930664,124.933769,62,252,163,43,550.6918,0
udp,CON,-,0.006185,568,320,4,4,551010.5,310428.4688,31,29,142,80,1.737,0
tcp,FIN,smtp,0.033843,37210,3380,52,42,8626895.0,780072.6875,31,29,716,80,0.656824,0
udp,CON,dns,0.001029,130,162,2,2,505344.9688,629737.5625,31,29,65,81,0.01,0
udp,CON,-,0.005201,568,312,4,4,655258.625,359930.8125,31,29,142,78,1.433333,0
udp,CON,dns,0.00117,130,162,2,2,444444.4688,553846.1875,31,29,65,81,0.005,0
tcp,FIN,-,0.566831,534,268,10,6,6788.619629,3161.436279,254,252,53,45,59.140222,0
tcp,FIN,-,0.955319,534,354,10,8,4027.973877,2595.991455,254,252,53,44,97.840333,0
tcp,FIN,-,0.719852,25704,642,32,12,276734.6875,6545.790039,254,252,803,54,22.538903,0
tcp,FIN,-,0.02191,3078,30506,50,50,1101597.375,10915929.0,31,29,62,610,0.449896,0
tcp,FIN,-,0.022343,3182,39076,52,54,1117486.5,13732444.0,31,29,61,724,0.43922,0
tcp,FIN,http,0.707472,1454,2826,12,10,15073.3877,28767.21484,254,252,121,283,64.315635,1
udp,CON,dns,0.001143,130,162,2,2,454943.1563,566929.125,31,29,65,81,0.008,0
udp,INT,-,3e-06,1360,0,2,0,1813333248.0,0.0,254,0,680,0,0.003,0
tcp,FIN,ftp,0.845635,2934,3742,52,54,27226.87695,34747.85156,31,29,56,69,16.906421,0
tcp,FIN,-,0.043278,3926,57474,66,68,714820.4375,10467951.0,31,29,59,845,0.659954,0
tcp,FIN,-,1.595476,1378,804,12,10,6337.92041,3630.264404,254,252,115,80,142.164824,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.672,0
udp,CON,dns,0.000973,132,164,2,2,542651.5625,674203.5,31,29,66,82,0.009,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,ftp-data,0.223508,424,8824,8,12,13279.16699,289528.7813,31,29,53,735,31.882858,0
tcp,FIN,ftp,3.094325,696,682,14,12,1672.739624,1618.446655,254,252,50,57,257.850333,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
udp,CON,-,0.001678,520,304,4,4,1859356.375,1087008.375,31,29,130,76,0.439,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.018868,1540,1644,16,18,612253.5625,658469.375,31,29,96,91,1.236867,0
tcp,FIN,http,1.21676,1684,10168,14,18,10283.04688,63144.74219,31,29,120,565,93.570462,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,http,0.28097,818,2286,10,8,20984.44531,56974.05078,62,252,82,286,31.218889,1
tcp,FIN,-,0.106942,4862,75600,84,86,359447.1875,5589647.0,31,29,58,879,1.284349,0
tcp,FIN,-,0.056843,3286,39076,54,54,454022.4688,5397744.5,31,29,61,724,1.066623,0
tcp,FIN,-,0.930127,774,556,14,10,6184.101562,4309.088867,254,252,55,56,70.410767,1
tcp,FIN,http,0.464652,830,354,10,8,12861.23828,5337.327637,254,252,83,44,49.093778,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.049052,3286,39076,54,54,526135.5,6255076.0,31,29,61,724,0.917415,0
udp,CON,dns,0.001093,146,178,2,2,534309.1875,651418.0625,31,29,73,89,0.009,0
tcp,FIN,ftp,1.973545,712,682,14,12,2683.496094,2537.565674,254,252,51,57,164.37659,0
tcp,FIN,-,1.048057,608,646,10,10,4182.978516,4442.506836,254,252,61,65,116.450778,0
ospf,REQ,-,39.977917,6264,0,58,0,1231.880127,0.0,254,0,108,0,737.4435,1
tcp,FIN,ftp-data,1.624545,364,726,8,8,1570.901367,3131.953857,62,252,46,91,232.077866,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.692,0
tcp,FIN,-,0.005578,2054,2478,22,24,2812477.5,3406238.75,31,29,93,103,0.249238,0
tcp,FIN,-,0.288774,1540,1644,16,18,40003.59766,43023.26172,31,29,96,91,19.230734,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,http,1.380301,972,354,10,8,5071.357422,1796.709595,254,252,97,44,153.299111,1
tcp,FIN,http,0.468098,1100,354,10,8,16919.5332,5298.035645,254,252,110,44,50.665111,1
udp,CON,dns,0.001022,146,178,2,2,571428.5625,696673.1875,31,29,73,89,0.007,0
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
encap,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.664206,886,268,10,6,9611.475586,2697.958008,254,252,89,45,71.447556,0
tcp,FIN,-,0.005665,1920,4312,22,24,2588526.0,5836540.0,31,29,87,180,0.2661,0
tcp,FIN,-,0.51314,1612,354,10,8,22621.50586,4832.98877,254,252,161,44,55.127778,0
tcp,FIN,-,0.09956,3598,48918,60,62,284371.2188,3867336.25,31,29,60,789,1.682102,0
tcp,FIN,ftp-data,0.693316,364,3754,8,10,3680.861328,38989.4375,62,252,46,375,99.045143,1
tcp,FIN,smtp,2.945873,101766,2086,94,30,273423.875,5477.493164,62,252,1083,70,31.676054,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,0.128671,2542,23508,40,42,154129.5156,1426832.75,31,29,64,560,3.291103,0
udp,CON,dns,0.001082,146,178,2,2,539741.25,658040.6875,31,29,73,89,0.009,0
udp,INT,-,1.1e-05,1064,0,2,0,386909088.0,0.0,254,0,532,0,0.011,0
udp,INT,dns,1e-05,114,0,2,0,45600000.0,0.0,254,0,57,0,0.01,1
tcp,FIN,http,1.054158,1580,10168,12,18,10996.4541,72884.71094,31,29,132,565,95.799547,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,1.013427,2516,354,10,8,17879.92578,2447.14209,254,252,252,44,112.491111,0
udp,INT,-,9e-06,104,0,2,0,46222220.0,0.0,254,0,52,0,0.009,1
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,CON,-,0.004601,568,312,4,4,740708.5625,406868.0938,31,29,142,78,1.195667,0
udp,INT,-,9e-06,1064,0,2,0,472888864.0,0.0,254,0,532,0,0.009,1
udp,CON,dns,0.000921,146,178,2,2,634093.375,773072.75,31,29,73,89,0.001,0
tcp,FIN,-,0.005301,1470,1728,22,14,2118845.5,2422184.5,31,29,67,123,0.252429,0
udp,CON,dns,0.001043,146,178,2,2,559923.3125,682646.1875,31,29,73,89,0.009,0
udp,CON,dns,0.001099,146,178,2,2,531392.1875,647861.6875,31,29,73,89,0.009,0
tcp,FIN,-,0.100834,4862,75600,84,86,381220.625,5928238.5,31,29,58,879,1.241074,0
tcp,FIN,-,0.037917,3614,50036,60,62,749848.375,10386687.0,31,29,60,807,0.647724,0
sprite-rpc,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,http,1.161912,1684,10168,14,18,10768.45801,66125.49219,31,29,120,565,89.349459,0
tcp,FIN,-,0.66128,534,354,10,8,5819.018066,3750.30249,254,252,53,44,73.371222,0
tcp,CON,smtp,59.905899,5404504,29374,4040,668,721553.9375,3916.943115,62,252,1338,44,14.847794,1
tcp,FIN,-,0.496653,1540,1644,16,18,23259.70117,25015.45313,31,29,96,91,33.088068,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
tcp,FIN,-,0.232943,484,268,10,6,14973.62012,7692.869141,254,252,48,45,24.207889,0
tcp,FIN,-,0.669567,1096,31083,20,38,12449.83691,361618.7813,62,252,55,818,35.24037,1
unas,INT,-,6e-06,200,0,2,0,133333328.0,0.0,254,0,100,0,0.006,1
tcp,REQ,-,9e-06,90,0,2,0,40000000.0,0.0,254,0,45,0,0.009,0
tcp,FIN,http,1.005045,1580,10168,12,18,11533.81152,76446.32031,31,29,132,565,91.336906,0
udp,INT,dns,4.999881,268,0,4,0,321.607666,0.0,63,0,67,0,1666.627,0
udp,CON,dns,0.000979,146,178,2,2,596527.0625,727272.75,31,29,73,89,0.001,0
tcp,FIN,-,0.593125,1540,1644,16,18,19476.50195,20946.68164,31,29,96,91,39.4888,0
tcp,FIN,-,0.808813,930,678,14,12,8545.857422,6152.225586,254,252,66,57,62.216387,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,pop3,2.400844,1030,2546,22,20,3278.846924,8060.498535,62,252,47,127,114.323714,1
tcp,FIN,-,0.374448,484,268,10,6,9315.044922,4785.711426,254,252,48,45,36.785667,0
tcp,FIN,ftp,3.674959,1350,1724,26,24,2827.786621,3598.407471,62,252,52,72,146.9544,1
udp,CON,dns,0.001011,146,178,2,2,577645.875,704253.1875,31,29,73,89,0.009,0
udp,CON,dns,0.001033,130,162,2,2,503388.2188,627299.1875,31,29,65,81,0.008,0
tcp,FIN,-,0.679817,564,354,10,8,5978.079102,3648.040527,254,252,56,44,71.952556,1
unas,INT,-,7e-06,200,0,2,0,114285712.0,0.0,254,0,100,0,0.007,1
prm,INT,-,2e-06,200,0,2,0,400000000.0,0.0,254,0,100,0,0.002,1
tcp,FIN,http,0.787017,978,354,10,8,8955.333984,3151.13916,254,252,98,44,78.548333,1
tcp,FIN,http,1.152889,1684,10168,14,18,10852.73633,66643.01563,31,29,120,565,88.656156,0
tcp,FIN,-,0.379304,3964,114238,60,106,82213.74219,2386708.25,31,29,66,1078,6.534517,0
tcp,FIN,-,0.710952,3310,678,14,12,34590.24219,6999.066406,254,252,236,57,54.688614,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,CON,dns,0.001096,130,162,2,2,474452.5625,591240.875,31,29,65,81,0.01,0
sep,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,http,0.232948,794,4254,10,10,24554.83594,131497.1563,62,252,79,425,25.883111,1
tcp,FIN,-,0.85826,612,354,10,8,5135.973145,2889.567383,254,252,61,44,89.150222,0
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
udp,CON,dns,0.001011,132,164,2,2,522255.1875,648862.5,31,29,66,82,0.009,0
tcp,FIN,smtp,0.069983,37230,3380,52,42,4174156.75,377234.4688,31,29,716,80,1.421224,0
udp,CON,dns,0.001073,146,178,2,2,544268.375,663560.125,31,29,73,89,0.01,0
tcp,FIN,-,0.004507,1470,1728,22,14,2492123.25,2848901.75,31,29,67,123,0.22535,0
tcp,FIN,-,0.159035,3614,50036,60,62,178778.2656,2476385.75,31,29,60,807,2.690288,0
tcp,FIN,http,1.007836,1684,10168,14,18,12414.71875,76234.625,31,29,120,565,77.497,0
udp,CON,dns,0.001069,130,162,2,2,486435.9375,606174.0,31,29,65,81,0.009,0
udp,CON,dns,0.001076,146,178,2,2,542750.9375,661710.0,31,29,73,89,0.004,0
tcp,FIN,-,3.786246,16848,707082,296,560,35479.99609,1491334.625,31,29,57,1263,12.87732,0
arp,INT,-,59.999821,92,0,2,0,6.133352,0.0,0,0,46,0,60000.692,0
tcp,FIN,-,0.582273,534,268,10,6,6608.583984,3077.594238,254,252,53,45,59.788778,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.012852,2558,23162,40,42,1553065.625,14074696.0,31,29,64,551,0.328605,0
tcp,FIN,-,1.072547,774,642,14,12,5362.935547,4393.280762,254,252,55,54,79.630538,0
udp,INT,-,1.1e-05,1498,0,2,0,544727296.0,0.0,254,0,749,0,0.011,0
tcp,FIN,-,13.526295,17160,707082,302,560,10116.0,417450.625,31,29,57,1263,44.936803,0
udp,CON,dns,0.001046,130,162,2,2,497131.9063,619502.8125,31,29,65,81,0.009,0
tcp,FIN,-,0.021899,3182,39076,52,54,1140143.375,14010868.0,31,29,61,724,0.423118,0
udp,INT,-,1e-05,1064,0,2,0,425600000.0,0.0,254,0,532,0,0.01,0
udp,INT,-,9e-06,168,0,2,0,74666664.0,0.0,254,0,84,0,0.009,1
tcp,FIN,-,0.016857,2974,30506,48,50,1382452.375,14188052.0,31,29,62,610,0.352149,0
udp,INT,dns,1e-06,114,0,2,0,456000000.0,0.0,254,0,57,0,0.001,1
tcp,FIN,-,0.020919,2958,32642,48,50,1107892.25,12233854.0,31,29,62,653,0.438213,0
tcp,FIN,ftp,0.035152,2934,3740,52,54,654984.0625,835457.4375,31,29,56,69,0.69622,0
udp,INT,-,1e-05,1064,0,2,0,425600000.0,0.0,254,0,532,0,0.01,0
udp,INT,-,6e-06,104,0,2,0,69333328.0,0.0,254,0,52,0,0.006,1
udp,CON,dns,0.00106,146,178,2,2,550943.375,671698.0625,31,29,73,89,0.008,0
udp,CON,dns,0.001068,130,162,2,2,486891.4063,606741.5625,31,29,65,81,0.009,0
tcp,FIN,-,1.181425,614,354,10,8,3744.630615,2099.159912,254,252,61,44,131.156667,0
tcp,FIN,-,0.586199,534,268,10,6,6564.32373,3056.982422,254,252,53,45,61.856889,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.102886,4120,2560,20,20,304336.8438,189102.5,31,29,206,128,5.392737,0
udp,INT,-,1.2e-05,892,0,2,0,297333312.0,0.0,254,0,446,0,0.012,0
tcp,FIN,-,1.03269,564,354,10,8,3935.353027,2401.495117,254,252,56,44,110.440556,1
tcp,FIN,http,1.293461,908,1430,12,10,5152.068848,7960.039062,62,252,76,143,117.587361,0
tcp,FIN,ftp-data,0.082098,8928,424,14,8,807912.5,36151.91797,31,29,638,53,6.315231,0
unas,INT,-,6e-06,200,0,2,0,133333328.0,0.0,254,0,100,0,0.006,1
tcp,FIN,http,0.369039,1322,2996,12,10,26273.64648,58465.36719,62,252,110,300,33.549,1
udp,CON,dns,0.000975,146,178,2,2,598974.375,730256.4375,31,29,73,89,0.005,0
udp,CON,dns,0.001066,146,178,2,2,547842.4375,667917.4375,31,29,73,89,0.01,0
tcp,FIN,-,0.010957,2438,19266,38,40,1733321.25,13715433.0,31,29,64,482,0.295861,0
udp,CON,dns,0.001023,132,164,2,2,516129.0313,641251.25,31,29,66,82,0.006,0
tcp,FIN,-,0.015892,2974,30506,48,50,1466398.125,15049584.0,31,29,62,610,0.354205,0
udp,CON,dns,0.000986,146,178,2,2,592292.0625,722109.5,31,29,73,89,0.001,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.692,0
tcp,FIN,-,1.970695,1112,806,12,10,4140.671387,2947.183594,254,252,93,81,165.427818,1
tcp,FIN,-,0.316757,1612,268,10,6,36646.39063,5657.333496,254,252,161,45,35.195222,0
tcp,CON,-,0.231012,978,86,6,2,28223.64258,1489.100098,62,252,163,43,46.2024,0
tcp,FIN,ftp,1.40006,1190,1632,22,22,6491.149902,8902.475586,62,252,54,74,66.669521,1
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
udp,CON,dns,0.00097,130,162,2,2,536082.5,668041.25,31,29,65,81,0.008,0
tcp,FIN,-,0.034997,2958,33044,48,50,662228.1875,7402691.5,31,29,62,661,0.770978,0
tcp,FIN,-,0.013059,2542,23508,40,42,1518646.25,14058657.0,31,29,64,560,0.325462,0
tcp,FIN,-,1.215385,1540,1644,16,18,9504.807617,10222.27539,31,29,96,91,80.998467,0
tcp,FIN,-,0.376624,756,268,10,6,14465.35547,4758.061035,254,252,76,45,39.783222,1
kryptolan,INT,-,5e-06,200,0,2,0,160000000.0,0.0,254,0,100,0,0.005,1
tcp,FIN,smtp,0.028241,37372,3380,52,42,10383202.0,934811.125,31,29,719,80,0.580667,0
unas,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
udp,CON,-,0.002506,520,304,4,4,1245012.0,727853.125,31,29,130,76,0.418333,0
tcp,FIN,ftp-data,0.567798,8928,320,14,6,116816.1875,3761.901123,31,29,638,53,43.676768,0
tcp,FIN,-,0.64312,2530,268,10,6,28324.41797,2786.41626,254,252,253,45,64.957444,1
tcp,FIN,http,0.297533,820,2552,10,8,19843.17578,60040.39844,62,252,82,319,33.059222,1
tcp,FIN,-,0.80715,534,268,10,6,4767.391602,2220.157227,254,252,53,45,87.050556,0
tcp,FIN,-,1.010701,3514,95042,52,90,27284.03516,743927.25,31,29,68,1056,19.811726,0
unas,INT,-,5e-06,200,0,2,0,160000000.0,0.0,254,0,100,0,0.005,1
tcp,FIN,-,0.591659,2484,529,12,12,30788.00391,6557.831543,254,252,207,44,53.787183,1
tcp,CON,-,0.405189,978,86,6,2,16091.25586,848.986511,62,252,163,43,81.0378,0
tcp,FIN,-,3.474526,1170,810,12,10,2470.552979,1678.502319,254,252,98,81,311.378188,1
sat-expak,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,-,32.491295,5032,622,20,14,1177.17688,142.315048,254,252,252,44,1707.008421,0
tcp,FIN,-,0.757991,722,268,10,6,6860.239746,2364.144043,254,252,72,45,84.180222,0
tcp,FIN,http,2.784046,858,1710,12,10,2261.457031,4422.34082,62,252,72,171,253.095091,1
tcp,FIN,http,1.165638,68197,698,60,16,460252.6875,4495.392578,254,252,1137,44,19.568356,1
udp,INT,dns,3.3e-05,114,0,2,0,13818182.0,0.0,254,0,57,0,0.033,1
tcp,FIN,http,0.451057,796,4254,10,10,12716.79688,67911.59375,62,252,80,425,50.117444,1
tcp,FIN,ssh,0.006183,3728,5474,32,24,4673459.5,6787643.5,31,29,117,228,0.2061,0
unas,INT,-,6e-06,200,0,2,0,133333328.0,0.0,254,0,100,0,0.006,1
tcp,FIN,-,0.005719,1958,2308,22,24,2614443.0,3094247.25,31,29,89,96,0.256333,0
tcp,FIN,ssh,0.093826,3728,5578,32,26,307974.3125,457357.2188,31,29,117,215,3.127533,0
tcp,FIN,-,0.529436,4480,3080,28,30,65277.01172,44998.82813,31,29,160,103,19.597037,0
tcp,FIN,http,0.434028,872,268,10,6,14469.11231,4128.766113,254,252,87,45,46.039333,1
tcp,FIN,ftp-data,0.463652,364,4660,8,10,5504.12793,72364.61719,62,252,46,466,66.235998,1
tcp,FIN,-,0.454408,546,268,10,6,8661.819336,3943.592529,254,252,55,45,46.927444,0
tcp,FIN,-,0.005361,3936,2456,18,18,5548218.5,3462040.5,31,29,219,136,0.285,0
udp,CON,-,0.004551,568,312,4,4,748846.4375,411338.1563,31,29,142,78,1.221667,0
tcp,FIN,-,0.033445,7818,15180,122,126,1854746.625,3602332.0,31,29,64,120,0.287843,0
tcp,FIN,-,1.539419,13558,548216,236,438,70161.53125,2842449.0,31,29,57,1252,6.549336,0
tcp,FIN,-,0.053653,4238,63516,72,74,623264.3125,9342702.0,31,29,59,858,0.750732,0
tcp,FIN,ssh,0.010474,5928,8010,62,58,4455222.5,6012602.5,31,29,96,138,0.174567,0
tcp,FIN,-,0.017165,2958,32642,48,50,1350189.375,14909409.0,31,29,62,653,0.358447,0
tcp,FIN,-,0.018034,1540,1644,16,18,640567.8125,688920.9375,31,29,96,91,1.181933,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
udp,CON,dns,0.001195,130,162,2,2,435146.4375,542259.375,31,29,65,81,0.009,0
tcp,FIN,-,0.004279,1470,1728,22,14,2624912.25,3000701.0,31,29,67,123,0.21395,0
udp,INT,-,9e-06,78,0,2,0,34666664.0,0.0,254,0,39,0,0.009,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,ftp,0.829761,2934,3742,52,54,27747.74805,35412.60547,31,29,56,69,16.927286,0
tcp,FIN,-,0.008922,1958,2308,22,24,1675857.375,1983411.75,31,29,89,96,0.42895,0
tcp,FIN,-,0.019785,2542,23508,40,42,1002375.563,9279353.0,31,29,64,560,0.499359,0
tcp,FIN,-,0.02093,1540,1644,16,18,551935.0,593597.6875,31,29,96,91,1.374667,0
tcp,FIN,-,0.032975,3182,39076,52,54,757179.6875,9304746.0,31,29,61,724,0.65254,0
tcp,FIN,smtp,0.026383,37372,3380,52,42,11114430.0,1000644.375,31,29,719,80,0.510431,0
tcp,FIN,-,1.80924,2516,354,10,8,10015.25488,1370.741333,254,252,252,44,201.026667,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.632,0
tcp,FIN,-,0.05588,4966,75600,86,86,702791.6875,10697352.0,31,29,58,879,0.653718,0
tcp,FIN,-,0.042955,2958,32642,48,50,539541.375,5957863.0,31,29,62,653,0.907106,0
tcp,FIN,-,0.01316,1540,1644,16,18,877811.5625,944073.0,31,29,96,91,0.857067,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,0.394836,534,268,10,6,9745.818359,4538.593262,254,252,53,45,37.167333,0
ipcv,INT,-,1e-05,200,0,2,0,80000000.0,0.0,254,0,100,0,0.01,1
tcp,FIN,http,0.612818,928,26194,12,26,11109.33398,328802.3438,62,252,77,1007,55.710729,1
tcp,FIN,-,0.03986,5174,83812,90,92,1026994.5,16638435.0,31,29,57,911,0.444371,0
tcp,FIN,-,0.004841,1470,1728,22,14,2320181.75,2652344.75,31,29,67,123,0.24205,0
udp,CON,dns,0.001071,146,178,2,2,545284.75,664799.25,31,29,73,89,0.006,0
udp,CON,dns,0.001022,132,164,2,2,516634.0625,641878.6875,31,29,66,82,0.01,0
tcp,FIN,-,0.823524,13454,548216,234,438,130143.1406,5313409.0,31,29,57,1252,3.563442,0
tcp,FIN,smtp,0.775324,1304,778,12,8,12340.64746,7026.739746,254,252,109,97,68.043634,1
tcp,FIN,-,0.599465,13038,548216,226,438,173234.4688,7299375.0,31,29,58,1252,2.662916,0
udp,CON,-,0.004801,568,320,4,4,709852.125,399916.6875,31,29,142,80,1.250333,0
tcp,FIN,http,1.218798,1684,10168,14,18,10265.85156,63039.15625,31,29,120,565,93.726772,0
udp,INT,-,5e-06,78,0,2,0,62400000.0,0.0,254,0,39,0,0.005,0
udp,CON,-,0.004559,568,320,4,4,747532.375,421145.0,31,29,142,80,1.163,0
tcp,FIN,-,1.089725,7818,15180,122,126,56924.45313,110560.0,31,29,64,120,9.003124,0
tcp,FIN,smtp,0.41559,37808,3484,54,44,714319.4375,65545.36719,31,29,700,79,7.985481,0
tcp,FIN,http,1.010014,1684,10168,14,18,12387.94629,76070.22656,31,29,120,565,77.667849,0
tcp,FIN,-,0.004963,4016,2456,18,18,6114044.0,3739673.75,31,29,223,136,0.273176,0
udp,CON,dns,0.00119,130,162,2,2,436974.8125,544537.8125,31,29,65,81,0.009,0
ospf,INT,-,13.753861,1280,0,20,0,707.292297,0.0,254,0,64,0,723.887438,1
tcp,FIN,-,0.032227,1540,1644,16,18,358457.2188,385515.2813,31,29,96,91,2.1266,0
tcp,FIN,-,1.80991,137209,870,112,20,601064.125,3655.430176,254,252,1225,44,16.011504,0
tcp,FIN,http,1.119202,1684,10168,14,18,11179.39356,68648.91406,31,29,120,565,86.066538,0
udp,CON,-,0.035132,544,304,4,4,92906.75781,51918.48047,31,29,136,76,6.338,0
udp,INT,-,4e-06,1064,0,2,0,1064000000.0,0.0,254,0,532,0,0.004,0
tcp,FIN,-,0.464435,638,268,10,6,9904.507812,3858.45166,254,252,64,45,51.471889,1
tcp,FIN,http,0.734438,68197,612,60,14,730474.1875,6197.936523,254,252,1137,44,11.863475,0
tcp,FIN,-,0.030982,4238,63516,72,74,1079336.375,16179200.0,31,29,59,858,0.438129,0
tcp,FIN,-,0.029965,3702,48606,62,60,972601.375,12760487.0,31,29,60,810,0.486164,0
udp,CON,dns,0.001027,146,178,2,2,568646.5625,693281.375,31,29,73,89,0.01,0
tcp,FIN,-,0.601079,2512,268,10,6,30092.55078,2981.30542,254,252,251,45,64.786222,1
tcp,FIN,-,0.005104,3960,2456,18,18,5862068.5,3636363.5,31,29,220,136,0.282353,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.006105,3936,2456,18,18,4872072.0,3040131.0,31,29,219,136,0.341176,0
sep,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
arp,CON,-,2.2e-05,46,28,1,1,0.0,0.0,0,0,46,28,0.0,0
tcp,FIN,-,0.005937,1958,2308,22,24,2518443.75,2980630.0,31,29,89,96,0.266952,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,CON,-,0.444728,986,86,6,2,14786.56641,773.506531,62,252,164,43,88.9456,0
